lat,lon,growth_rate
-88.5,-106.5,2.0904514838428554
-88.5,-105.5,2.0904800113585225
-88.5,-104.5,2.083222019065886
-88.5,-103.5,2.090506255187563
-88.5,-102.5,2.0832515206885773
-88.5,-101.5,2.0832630957791025
-88.5,-100.5,2.0832740355203896
-88.5,-99.5,2.083283931233325
-88.5,-98.5,2.0833021735537045
-88.5,-97.5,2.083308717215914
-88.5,-96.5,2.0906953194711377
-88.5,-95.5,2.090669336876715
-88.5,-94.5,2.083330001655725
-88.5,-93.5,2.090739721552609
-88.5,-92.5,2.0907722928010344
-88.5,-91.5,2.0852133062130638
-88.5,-90.5,2.092400177242212
-88.5,-89.5,2.085263344172972
-88.5,-88.5,2.0923933833730075
-88.5,-87.5,2.0853055371624123
-88.5,-86.5,2.092418579520768
-88.5,-85.5,2.085347867716507
-88.5,-84.5,2.085365126771535
-88.5,-83.5,2.092536425459741
-88.5,-82.5,2.092541800785284
-88.5,-81.5,2.084322226891516
-88.5,-80.5,2.0916202902615737
-88.5,-79.5,2.091604630852032
-88.5,-78.5,2.0843416718984145
-88.5,-77.5,2.091658301027394
-88.5,-76.5,2.084354039181335
-88.5,-75.5,2.091704248634926
-88.5,-74.5,2.0916887645917086
-88.5,-73.5,2.091725869772404
-88.5,-72.5,2.084374373443893
-88.5,-71.5,2.091743920547969
-88.5,-70.5,2.0917283250153678
-88.5,-69.5,2.0843774064254035
-88.5,-68.5,2.084377916608844
-88.5,-67.5,2.09171534123368
-88.5,-66.5,2.084376177609613
-88.5,-65.5,2.0917948560948503
-88.5,-64.5,2.0843640666212764
-88.5,-63.5,2.0843618633391543
-88.5,-62.5,2.0843539604834405
-88.5,-61.5,2.0856249442379635
-88.5,-60.5,2.085636159140563
-88.5,-59.5,2.085641786106862
-88.5,-58.5,2.092735894516068
-88.5,-57.5,2.0856447416323363
-88.5,-56.5,2.09278814020945
-88.5,-55.5,2.0927622710269134
-88.5,-54.5,2.085649006225765
-88.5,-53.5,2.092764071536976
-88.5,-52.5,2.085639491064512
-88.5,-51.5,2.0845718398908843
-88.5,-50.5,2.0919314288058217
-88.5,-49.5,2.0919791796327445
-88.5,-48.5,2.0846144547375047
-88.5,-47.5,2.084619892928174
-88.5,-46.5,2.09200237483725
-88.5,-45.5,2.084641323773724
-88.5,-44.5,2.0846517640521824
-88.5,-43.5,2.084654561161358
-88.5,-42.5,2.092132841191926
-88.5,-41.5,2.092098259189811
-88.5,-40.5,2.084672232209641
-88.5,-39.5,2.092131799301967
-88.5,-38.5,2.084671117686071
-88.5,-37.5,2.092176634712132
-88.5,-36.5,2.084674130616065
-88.5,-35.5,2.084669102193743
-88.5,-34.5,2.0846683878351087
-88.5,-33.5,2.0846606838110238
-88.5,-32.5,2.092213800911793
-88.5,-31.5,2.0846474610441987
-88.5,-30.5,2.092227438608859
-88.5,-29.5,2.0922588520359118
-88.5,-28.5,2.084619133597528
-88.5,-27.5,2.084601480894605
-88.5,-26.5,2.0922685566404766
-88.5,-25.5,2.092274909857224
-88.5,-24.5,2.0922942232755304
-88.5,-23.5,2.084549463535666
-88.5,-22.5,2.0923066121889065
-88.5,-21.5,2.084511781795186
-88.5,-20.5,2.0923093202317204
