lat,lon,growth_err
-88.5,29.5,0.0496985403558582
-88.5,30.5,0.0720777391766561
-88.5,31.5,0.0498095632382758
-88.5,32.5,0.072235715621353
-88.5,33.5,0.0497734363859203
-88.5,34.5,0.0723167995513186
-88.5,35.5,0.0497981695501822
-88.5,36.5,0.0497492044634649
-88.5,37.5,0.0725064666524619
-88.5,38.5,0.0498290212936749
-88.5,39.5,0.0497449884839835
-88.5,40.5,0.0497556121095701
-88.5,41.5,0.0498235539176943
-88.5,42.5,0.049804363775214
-88.5,43.5,0.0727011912675108
-88.5,44.5,0.0498452792889914
-88.5,45.5,0.0727766802095738
-88.5,46.5,0.0727916575381457
-88.5,47.5,0.0498388615831679
-88.5,48.5,0.049760466302173
-88.5,49.5,0.0498539193794713
-88.5,50.5,0.0498315593895356
-88.5,51.5,0.0498201037124329
-88.5,52.5,0.0497345487237828
-88.5,53.5,0.04975782933726
-88.5,54.5,0.0722240418295413
-88.5,55.5,0.0497467781085278
-88.5,56.5,0.0497258517925342
-88.5,57.5,0.0497291006733485
-88.5,58.5,0.0497712305067616
-88.5,59.5,0.0723041517664497
-88.5,60.5,0.049711565039156
-88.5,61.5,0.07229910107994
-88.5,62.5,0.0723637751533932
-88.5,63.5,0.0497490388661828
-88.5,64.5,0.049706716876849
-88.5,65.5,0.0723764599779785
-88.5,66.5,0.049633667221623
-88.5,67.5,0.0723413391356038
-88.5,68.5,0.0496375853725413
-88.5,69.5,0.0723034135947797
-88.5,70.5,0.0496286287905036
-88.5,71.5,0.0722728802430812
-88.5,72.5,0.0722412374020627
-88.5,73.5,0.0497015393028947
-88.5,74.5,0.0496784509996379
-88.5,75.5,0.0495874242962608
-88.5,76.5,0.0495684085834931
-88.5,77.5,0.0496608698085224
-88.5,78.5,0.0719850380499659
-88.5,79.5,0.0496588727700057
-88.5,80.5,0.0496073889704557
-88.5,81.5,0.0496197214344571
-88.5,82.5,0.0716352526797996
-88.5,83.5,0.0716473823814627
-88.5,84.5,0.0495412732774205
-88.5,85.5,0.0495971095338126
-88.5,86.5,0.0495217717129489
-88.5,87.5,0.071414572245399
-88.5,88.5,0.0713569866742497
-88.5,89.5,0.0495679309369952
-88.5,90.5,0.0495654662740153
-88.5,91.5,0.0495662030874998
-88.5,92.5,0.0493965740045088
-88.5,93.5,0.0709542593254021
-88.5,94.5,0.049427383126311
-88.5,95.5,0.0493829780037373
-88.5,96.5,0.0708434527661218
-88.5,97.5,0.0493621281698217
-88.5,98.5,0.0707097777644397
-88.5,99.5,0.0494117827830939
-88.5,100.5,0.0494197925298477
-88.5,101.5,0.0494063732792369
-88.5,102.5,0.0704479869760775
-88.5,103.5,0.0493063130297441
-88.5,104.5,0.0493891040097368
-88.5,105.5,0.0493279041386654
-88.5,106.5,0.0492881450835925
-88.5,107.5,0.0492925419202341
-88.5,108.5,0.0699365032082989
-88.5,109.5,0.0698471170257459
-88.5,110.5,0.0697514688270084
-88.5,111.5,0.0492481241832272
-88.5,112.5,0.0492314169734092
-88.5,113.5,0.0492712300747406
-88.5,114.5,0.0693428193176396
-88.5,115.5,0.0492199805922775
-88.5,116.5,0.0492903932044571
-88.5,117.5,0.0492007214852909
-88.5,118.5,0.0492619183893631
-88.5,119.5,0.0492686450637733
-88.5,120.5,0.0492565727236992
-88.5,121.5,0.0491795460397407
-88.5,122.5,0.0684789102648636
-88.5,123.5,0.0491640601195927
-88.5,124.5,0.0491264173896643
-88.5,125.5,0.0492047199086859
-88.5,126.5,0.0491891738626629
-88.5,127.5,0.049165109389695
-88.5,128.5,0.0491816311890727
-88.5,129.5,0.0676712867515521
-88.5,130.5,0.067577137033264
-88.5,131.5,0.0491799972587809
-88.5,132.5,0.0491601968995168
-88.5,133.5,0.0490740316622999
-88.5,134.5,0.0491050560728625
-88.5,135.5,0.0490820307373412
-88.5,136.5,0.0490988166213702
-88.5,137.5,0.0490732706597697
-88.5,138.5,0.0491587251950051
-88.5,139.5,0.0490687525406825
-88.5,140.5,0.0491230712299903
-88.5,141.5,0.0490745884279457
-88.5,142.5,0.0491369195657853
-88.5,143.5,0.0490750416828911
-88.5,144.5,0.0491401030953463
-88.5,145.5,0.0664616351116811
-88.5,146.5,0.0491442222380618
-88.5,147.5,0.0491294358577387
-88.5,148.5,0.0662457311007691
-88.5,149.5,0.0491369566549496
-88.5,150.5,0.0660286287110458
-88.5,151.5,0.065970007620058
-88.5,152.5,0.0490644186633097
-88.5,153.5,0.0490868001524384
-88.5,154.5,0.0490598392321465
-88.5,155.5,0.0657255068443122
-88.5,156.5,0.06565677978802
-88.5,157.5,0.0655874605193043
-88.5,158.5,0.0491233104682972
-88.5,159.5,0.0491350615503687
-88.5,160.5,0.0490718162672084
-88.5,161.5,0.0491367130318557
-88.5,162.5,0.0653896616902464
-88.5,163.5,0.0490464097938486
-88.5,164.5,0.0491524042183807
-88.5,165.5,0.0491500642329838
-88.5,166.5,0.0653997850112391
-88.5,167.5,0.0490620373831421
-88.5,168.5,0.0490620923412038
-88.5,169.5,0.0653128322929805
-88.5,170.5,0.0652817580964615
-88.5,171.5,0.0652627004227238
-88.5,172.5,0.0491377399098484
-88.5,173.5,0.0652316678316283
-88.5,174.5,0.0491414743142381
-88.5,175.5,0.0491476058752401
-88.5,176.5,0.0491476552392369
-88.5,177.5,0.0490758091984506
-88.5,178.5,0.0651084486396954
-88.5,179.5,0.0650913912842036
-87.5,-179.5,0.0645515292485009
-87.5,-178.5,0.0645162527177081
-87.5,-177.5,0.0493375551989184
-87.5,-176.5,0.0644458133558355
-87.5,-175.5,0.0493624998037264
-87.5,-174.5,0.0643674238564535
-87.5,-173.5,0.0643292265663931
-87.5,-172.5,0.0496994881918708
-87.5,-171.5,0.0645864905189585
-87.5,-170.5,0.0644884488324523
-87.5,-169.5,0.0644441167536281
-87.5,-168.5,0.049731039192567
-87.5,-167.5,0.0644233937223251
-87.5,-166.5,0.0496741439666997
-87.5,-165.5,0.0642848751708771
-87.5,-164.5,0.0643061361538229
-87.5,-163.5,0.0496793149114385
-87.5,-162.5,0.0641523875927358
-87.5,-161.5,0.0497660526757661
-87.5,-160.5,0.0640573467755844
