lat,lon,cams_xco2
-87.5,1.5,412.9903
-87.5,2.5,412.9903
-87.5,3.5,412.99023
-87.5,4.5,412.99033
-87.5,5.5,412.9903
-87.5,6.5,412.99033
-87.5,7.5,412.99033
-87.5,8.5,412.99033
-87.5,9.5,412.9903
-87.5,10.5,412.95575
-87.5,11.5,412.95575
-87.5,12.5,412.95575
-87.5,13.5,412.95575
-87.5,14.5,412.95575
-87.5,15.5,412.95566
-87.5,16.5,412.95566
-87.5,17.5,412.95566
-87.5,18.5,412.95566
-87.5,19.5,412.95566
-87.5,20.5,412.95566
-87.5,21.5,412.9556
-87.5,22.5,412.95557
-87.5,23.5,412.95554
-87.5,24.5,412.95554
-87.5,25.5,412.95544
-87.5,26.5,412.95544
-87.5,27.5,412.95544
-87.5,28.5,412.95535
-87.5,29.5,412.92877
-87.5,30.5,412.92865
-87.5,31.5,412.92856
-87.5,32.5,412.92844
-87.5,33.5,412.92834
-87.5,34.5,412.92816
-87.5,35.5,412.92804
-87.5,36.5,412.92795
-87.5,37.5,412.92783
-87.5,38.5,412.9277
-87.5,39.5,412.92758
-87.5,40.5,412.9274
-87.5,41.5,412.92728
-87.5,42.5,412.9272
-87.5,43.5,412.9034
-87.5,44.5,412.90314
-87.5,45.5,412.90292
-87.5,46.5,412.90274
-87.5,47.5,412.90244
-87.5,48.5,412.90228
-87.5,49.5,412.90207
-87.5,50.5,412.9018
-87.5,51.5,412.90155
-87.5,52.5,412.90134
-87.5,53.5,412.90112
-87.5,54.5,412.90082
-87.5,55.5,412.90063
